ひなまつり集会！w http://t.co/EuBbN1eW
クオリティ低すぎる笑 一日で作ったしね、 ハロウィンパーティー笑  トリックオアトリートって言いに行って、もらったらありがとうございますと言う丁寧なお化けたちでした！  楽しかったよ、 客観的に見る私は。笑 http://t.co/esqSWhpVwa
@mizu_pn うちは、かなりツボやったよ。
@mizu_pn うちは、かなりツボやったよ笑本格的なのは、クラス終わって居残りでする予定やったけん、簡単に済ませた笑
11月から福岡に帰るこどもから！  うちのイメージは紫やったらしい…  いいのかな、悪いのかな、  でも好きけど！  よく怒られてたけど、楽しい奴だったな、、 http://t.co/w6Pl6oTrHa
今日久しぶりにTwitterひらいた
まーくん、うたれすぎやろー！！！ ｳﾜｧｧ━━━━━｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡━━━━━ﾝ!!!!  楽天に勝ってほしいーーーー！！！
市長に話しかけられたー！！ さっそくいただく私たち笑 @ 東山手甲十三番館 http://t.co/WPorMXtLni
最後のポイント！ 出島。 ギリギリゴールできそう！ よかった！ 楽しかったー(＾ω＾) @ 出島表門 http://t.co/5Y7ZvdvpN4
よっしゃー！！！ まずは1点！！！
もう1点ー！！！ 楽天頑張れー！ 杉内精神的に弱いけん大事な場面使えんてー
@haruharu0814 反巨人やけ！今年は楽天やろ！パリーグやろ！(＾ω＾)東北やろ！！☻
@haruharu0814 楽天セール♡かなり値下げするらしいよ！カード作ろうかな… CMみたいにポイントで買いました的な笑 ま、ホークスが一番けど！
@haruharu0814 車とかも出るらしいよ！うちは、Blu-ray買う予定！笑
@haruharu0814 おっ！いいっすねー！(＾ω＾)
@haruharu0814 うおーーーー！緊張するーーーー！！！
@haruharu0814 LINEのセール内容見てー！やばくない？ドンペリほしい笑
おめでとーーーー！！！！ よかったよかった！ 感動した！ 涙が(╥Д╥ ) http://t.co/Sk9JN1JT1N
誕生日会なう！  前菜！ @ ココペリ http://t.co/VObqoQOBc8
やっと終わったー！！！ これも時間かかったし(╥Д╥ )  誕生日カード。  #birthday#誕生日#カード#冬#手作り#winter#card http://t.co/gIYJYDcDJb
っぽいカフェなう♡  デザートセット(･∀･) @ っぽいcafe http://t.co/KUTQkfxeV7
お芋掘り行って、 お芋の家族を作った(＾ω＾)  今は長風呂中！ http://t.co/HkUP7Txpom
棺桶6体完成いたしました！  子供が入って出てきません…笑  黒の画用紙、50枚以上使った笑 http://t.co/xSGCETmWpP
急遽かき焼き笑 @ 長崎市中央卸売市場 http://t.co/ppwdRqv5jh
モンスタップの背景。 ひつぎメイン！ 時間かかったー ひつぎ。 http://t.co/c8Qt4SnCkS
楽しかったよー(´；ω；｀) もー、みんなに会えて嬉しい(＾ω＾) @ Villa Fontaine 神保町 http://t.co/gPe4iQO78U
ゆうやけー  さよなら とーきょー(´；ω；｀)  かなしい(´；ω；｀) @ 東京国際空港 / 羽田空港 (Tokyo International Airport) (HND/RJTT) http://t.co/FTPDPAX99U
毎朝見る朝日。 眩しいけどステキー(＾ω＾) http://t.co/zYib3yECTH
はれはれー！！  二週連続の旅行(＾ω＾) @ 関門海峡 http://t.co/Ecg5zZRUX5
モンスタップのメダルー！  やっと完成いたしました！！ http://t.co/eZZFo3Bith
久々したら 楽しかった！  仕事落ち着いたし 料理もがんばろー！！！ http://t.co/TikJdIuE29
初活水チャペル。 自主研修なう！ http://t.co/v5YAUzUg4D
念願の！ @ 武雄市図書館 (Takeo City Library) http://t.co/9TPUNzGMZd
鍋会なうー(＾ω＾) ボジョレーヌーヴォー解禁ー(＾ω＾) http://t.co/cUMmN9bCYu
@mizu_pn 友達にライブ誘われた！アルバム出してたんだね！
久々Twitter開いてみた！もう、戻って読むのがきつくなった。 今日は何ヶ月かぶりにゆっくりした布団で休日を過ごしよる。幸せ♡ 夜は予定あるけど…(◞‸◟) パズドラ、スタミナなくなったし、そろそろ起きようかなー…
@mizu_pn 長崎あたらんやったらしくて福岡らしい！多いとね〜！
@mizu_pn 結構前にー！長崎で行きたかったけど平日っぽいー！！
マージうけるとけど！！ @ 妖精フェアリー http://t.co/RGbSaOot0d
@sadamisa いいね！
@haruharu0814 うちはノンスタが好きやったー(＾ω＾)♡千鳥のあのネタ、どっかで見たことある気がする…
今日は餅つきでした！ なぜか、 朝早くから今の時間まで仕事。 あれ？ この時期って早く帰れるんじゃなかったっけ？？死  家帰ってからも仕事けど 何か問題でも？  ゲオに借りてたやつ返したとけど、 どうやら、… http://t.co/G0mVfLUmxk
子供が作った 顔のプレート。  一回焼いて、色つけしてまた焼いて…  割れずにちゃんと焼けますように… http://t.co/wW7YN0Q4GE
今日、仲良しカフェの人に電話かけて、でらんかったけん切ったつもりでおって車運転しながら大熱唱しよったらなんと！留守電になってて全部録音されてた(╥Д╥ )爆笑された(╥Д╥ )恥ずかしすぎる…
一週間ぶり♡ 毎週温泉！ 幸せ♡(＾ω＾) @ 長崎温泉 やすらぎ伊王島 http://t.co/RIGhM6US50
@haruharu0814 おめでとー！
@haruharu0814 北川景子かわいすぎ！北川景子になりたい！
昨日のお弁当。 これ、私作じゃないけん笑  素敵やねー(＾ω＾) うちも、Xmasこれにしようかな(･∀･)！ http://t.co/5iRPKJM5KV
今からXmasパーリー(＾ω＾)！ http://t.co/ASYFu3X8Yl
クリパ笑  お腹いっぱいなのに今から飲み会！ http://t.co/wTqcKWaUeL
遅刻の上に友達早く帰る笑 @ ナナバンチ http://t.co/Xq5Ao3IxKo
めっちゃうまそー！！  お家の近くのカフェ！ 初めて来た！！ @ 夕陽ヶ丘 http://t.co/82lLeo1KfZ
はんこがめっちゃ売れてたー！！！うれしーー(＾ω＾) @ っぽいcafe http://t.co/t9tgr6drKk
今度は、 クリスマスクッキー(＾ω＾)！ @ っぽいcafe http://t.co/lOPJXVe9bm
第二段！ @ っぽいcafe http://t.co/zrtvJ3DB42
やっぱり取れて、こんな感じになった！ こないだよりいいかんじー(＾ω＾)！ http://t.co/6gP9jyAxag
ゆかちんの料理教室！ まいうー(＾ω＾)！ http://t.co/t4shFyp6u2
ジェンガなうー！ http://t.co/8MOFmGVhNG
爆発バルーン買ったー笑 http://t.co/vl0SFDelHd
昨日の予習通り笑 http://t.co/9D96qCk4SG
まじうけたー！！ http://t.co/FhVEbtNZnv
ディナー(＾ω＾)！ みちこのバイト先。 @ まんま家 http://t.co/TgqGzdcdXA
昨日のプレゼント交換であたった！  ルアーの鍵かけと← 手袋！ 奥の手袋は園長からのクリスマスプレゼント！ http://t.co/n8c7uW53Og
なにしたいかわからんこいつら。笑  よっとったらなんでもできる笑 きもすぎやろ笑 http://t.co/E2N1Fi9sJU
わ…わたし…笑  もったいないおばけになって 踊ったよー(＾ω＾)！ http://t.co/bN1145m3Mu
ももももったいなーい＼(＾o＾)／ http://t.co/cNbxhV1KsL
今日は毎年恒例家族旅行！  そばっ♡ @ 泉蕎麦 http://t.co/oSjJAobiAb
まいうーやったー(＾ω＾)！  せいろそばー(＾ω＾)！！ @ 泉蕎麦 http://t.co/tg6p7nJSWE
うけたー笑 @ 湯布院トリックアート迷宮館 http://t.co/FSmPEQnDbj
押し花じゃなくて、  機織り体験してきたー！！！  めっちゃ楽しす(＾ω＾)  これからこのランチョンマットが活躍できるよう料理がんばろっ！ @ フローラハウス http://t.co/pzmugeuMoP
七色の風満喫したー(＾ω＾)  めっちゃ寒いー！！ マイナス1℃ってぇぇ！！！ @ ゆふいん 七色の風 http://t.co/tF6aQBL7mn
ステンドグラス体験！(＾ω＾) @ 由布院 ステンドグラス美術館 http://t.co/xz9za1l8G8
でっきたーーーー！！！！！ ＼(＾o＾)／  わーーーーい！！！  どこに飾ろうかなーーーーーわーー(＾ω＾)(＾ω＾)(＾ω＾) http://t.co/eFhP38PNAn
でっきたーーーー！！！！！  わーーーーわーーーーーーい！！＼(＾o＾)／  どこに飾ろうかなーーーーーー！！！＼(＾o＾)／  わわわわーーーーーーい！ @ 由布院 ステンドグラス美術館 http://t.co/qFcsjNgAWz
うちの家族は温泉好き。  旅行といえば温泉。  そろそろむーたんが待ってるから帰らんと！ @ 湯布院健康温泉館 http://t.co/butyNaTvvk
@matss1986 ！！！22時？？21時かと思ってましたー！まいっか！とりま、みんなのんでます！！
布団からなかなか抜け出せないなう(´；ω；｀) でも、仕事しないと！！ 大掃除も(´；ω；｀)
また、旅行(＾ω＾)！ @ 大村湾PA (上り) http://t.co/Ky7H7GJzW0
めーっっっちゃかわいすぎるーーー！！！！  ムーミンラブになったーーーー！！  ちょうどいい時間に入れて、ムーミンがやってきてくれた(＾ω＾)！！！ @ ムーミンベーカリー＆カフェ キャナルシティ博多店 http://t.co/Y09XRRgFIb
ニョロニョロのチーズケーキ(＾ω＾)！！  あーもーかわいすぎーーーーー！！！ @ ムーミンベーカリー＆カフェ キャナルシティ博多店 http://t.co/SBXGTEO1ia
のみたう！  めっちゃ楽しい(＾ω＾) @ 旬菜厨処 ぞっこん http://t.co/eJSHQjt3Ym
二次会なうー(＾ω＾)！  うけすぎるー！ http://t.co/N5vatOhZmq
ラーメン♡ @ キャナルシティ博多 ラーメンスタジアム http://t.co/Mwm94U9Bhg
みんな私のせいで 変なノリ笑 @ キャナルシティ博多 (Canal City Hakata) http://t.co/LRZpsG3tJn
さだっちと！ @ 雑魚屋 http://t.co/MORHFuO3Be
今からのみー！！！ @ 酒BAR 一反木綿 澪 http://t.co/tK0r8vstdO
あけおめー！！！ @ 諏訪神社 (Suwa Shrine) http://t.co/cXCRKC1qBq
初詣！！！  去年はみんな酔いすぎて行けなかったからリベンジー(＾ω＾)！ うれしす(＾ω＾)♡ @ 諏訪神社 (Suwa Shrine) http://t.co/MDVWKBMPeR
新年むーたん！  今はお留守番！  #Moldiv http://t.co/WwdXEkH0ii
お正月。 美味しいものいっぱいで 胸いっぱいお腹いっぱい！(＾ω＾) http://t.co/3ac1WbOMzS
おはようございます！ 今日は朝からちゃんと起きれたのに なんと、財布ない事件で遅刻しそうです(╥Д╥ ) 母の車にあったそうです(╥Д╥ )  今年の目標が… http://t.co/FN6LZ3ICIP
今から初売り♡  財布の紐がゆるゆるー(＾ω＾) こないだからお腹もゆるゆるー笑 @ 天神コア (TENJIN CORE) http://t.co/7xS2lh7kAf
昨日の帰り。 わたし、運転がんばった！ そして、今日も運転頑張ります。 @ Starbucks Coffee 金立サービスエリア(下り線)店 http://t.co/bmq5VZyXhz
今日もお買い物ー！！(＾ω＾) @ 鳥栖プレミアムアウトレット http://t.co/2hAyLghWEQ
また、1ヶ月ぶりの武雄図書館なう(＾ω＾)！ @ 武雄市図書館 (Takeo City Library) http://t.co/DXsiCQOtHS
マジでこいつらは… 明日私朝早いんだけど！！ この時間に私、タクシー…  また、酔っ払いの谷山。 家が遠い馬場と廣田。 成長した平田。 きっと100倍返しが来るはず！！！！ いつでもお待ちしてますから！！！！ http://t.co/YJuvWJ69dO
今からスノボ(＾ω＾)！ @ 天山リゾート http://t.co/x31fPuECuT
たのしいーーー(＾ω＾) http://t.co/O1lTTZI5T9
また今年くる！！！、絶対。 @ 天山リゾート http://t.co/y4ri4TAYNW
古湯温泉、 気持ちよかったー(＾ω＾)♡ @ 古湯温泉 ONCRI http://t.co/5N6IopTaYb
あー♡もー♡ 楽しかったー♡ スノボ！！！ しかし、今全身筋肉痛(╥Д╥ )  また、絶対、今年行きたい！！！#Moldiv http://t.co/QG5rbyu9Ie
実家に帰ったらあったラクガキ…  父のしわざなはず！  意外にクオリティ高い？？笑 http://t.co/nRBVWhtvxu
やっと、サリーちゃん、洗車してあげた！！！ ごめんね、綺麗にしてから年をこせなくて…(╥Д╥ ) これからも、大事にするからね、
いただきまーす(＾ω＾)！  豚汁！ めっちゃ、具沢山すぎた！！！笑 汁少なっ！！！ http://t.co/yJu8X2gLcq
おじいちゃんの作ったかぶ！  葉っぱまで美味しくいただきます(＾ω＾)♡  今年は料理も頑張ろう…とか、宣言せんどこう！ http://t.co/J1Qy4SBZKk
減量失敗ー笑 漢字…  書き初め中！ http://t.co/Z9kUoDRzZV
かーらーのー ふくの湯岩盤浴！ @ ふくの湯 http://t.co/hP6Mfgvkw3
母→カレーしたから来れば？  私→行く。  ということで、実家に。  カレー♡ また太る…(╥Д╥ ) http://t.co/lfkbB8X6mR
今日書いたガラス画！  今回はスイーツ♡#Moldiv http://t.co/73TngZmHlo
第二段！！！ #Moldiv http://t.co/TYM7ebleqj
書き初め…笑  仕事山積みで 暇じゃないのに、 仕事以外のことは頑張れる笑 http://t.co/emDJWGnogU
2014.1.7  豚汁、七草粥 福笑い 書き初め ふくの湯 岩盤浴  充実している！！！ #Moldiv http://t.co/qYVby6EoIA
わかるかな？ 今日寒くって、バケツの水が凍ってたー！！！ 氷で遊んだ。 手が死んだ。  あ、となり、大事に育ててる大根！ めっちゃ大きくなってる！ 葉っぱだけでかいという訳ではありませんように！ http://t.co/mivsQJ3pF4
急にすき焼きしたくて 鍋買って今日。 おいしくいただくなう(＾ω＾)！ http://t.co/40MIvx5dXI
これも買っちゃった(＾ω＾)！  楽しみー(＾ω＾)！  明日しよっかなー！！ わくわく！！ http://t.co/4Y0JGbL5Pt
なうー！ @ やいとるけん http://t.co/w5tqtkjIzo
街でまおとさやと会って、急遽一緒にご飯笑 @ やいとるけん http://t.co/KbH9d0ul6Y
悪ノリ26歳(＾ω＾)！ @ JOYSOUND http://t.co/rbnSFeVnbm
めっちゃ楽しかったー！笑  #Moldiv @ JOYSOUND http://t.co/TpSQdwWHCt
ランチ本買ったー(＾ω＾)！  今日はカルボナーラ！ @ SUNNY BIRD http://t.co/1pqTC1GuG8
また、はんこ作ったー(＾ω＾)！ http://t.co/wYSRaEzPtZ
久々！ ランチパスポート忘れたけど安くしてくれた！ いつもありがと、にゃーさん！ @ っぽいcafe http://t.co/Ur5HXdMuOf
いただいた(＾ω＾) まいう(＾ω＾)！ @ っぽいcafe http://t.co/x62n550bd8
また彫った！ カエル腕太くて 細くしてやった！ #handmade #stamp #消しゴムはんこ#ハンドメイド#スタンプ#はんこ#ハンコ#eraserstamp http://t.co/rx4zWCD2Zf
今頃お腹空いてきたけどどうしたらいいやろ？(╥Д╥ )
